participant_code,group,medical_experience,legal_experience,conlang_experience,native_english,item_id,topic,llm_answer,correct_answer,model_correct,llm_logit_difference
P13,control,0.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,2.19722457733622
P13,control,0.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,1.0986122886681098
P14,intervention,0.0,0.0,0.0,1.0,Contracts_13,Contracts,A,A,1,1.84582669049833
P14,intervention,0.0,0.0,0.0,1.0,Contracts_20,Contracts,A,A,1,2.19722457733622
P14,intervention,0.0,0.0,0.0,1.0,Contracts_27,Contracts,B,B,1,2.19722457733622
P14,intervention,0.0,0.0,0.0,1.0,Contracts_28,Contracts,B,B,1,2.94443897916644
P14,intervention,0.0,0.0,0.0,1.0,Contracts_29,Contracts,B,A,0,0.0
P14,intervention,0.0,0.0,0.0,1.0,Contracts_3,Contracts,A,A,1,3.044522437723422
P14,intervention,0.0,0.0,0.0,1.0,Contracts_30,Contracts,A,A,1,2.19722457733622
P14,intervention,0.0,0.0,0.0,1.0,Contracts_36,Contracts,A,B,0,1.558144618046549
P14,intervention,0.0,0.0,0.0,1.0,Contracts_41,Contracts,A,A,1,3.8918202981106256
P14,intervention,0.0,0.0,0.0,1.0,Contracts_44,Contracts,B,B,1,-2.19722457733622
P14,intervention,0.0,0.0,0.0,1.0,Contracts_49,Contracts,B,B,1,-3.5634781875726635
P14,intervention,0.0,0.0,0.0,1.0,Contracts_61,Contracts,A,B,0,4.189654742026424
P14,intervention,0.0,0.0,0.0,1.0,Evidence_19,Evidence,A,A,1,1.3862943611198908
P14,intervention,0.0,0.0,0.0,1.0,Evidence_21,Evidence,B,A,0,-4.595119850134589
P14,intervention,0.0,0.0,0.0,1.0,Evidence_36,Evidence,B,B,1,1.0986122886681102
P14,intervention,0.0,0.0,0.0,1.0,Evidence_37,Evidence,A,B,0,3.563478187572663
P14,intervention,0.0,0.0,0.0,1.0,Evidence_51,Evidence,A,A,1,0.0
P14,intervention,0.0,0.0,0.0,1.0,Evidence_53,Evidence,B,A,0,2.0971411187792364
P14,intervention,0.0,0.0,0.0,1.0,Evidence_54,Evidence,B,B,1,2.397895272798369
P14,intervention,0.0,0.0,0.0,1.0,Evidence_58,Evidence,A,A,1,2.1972245773362196
P14,intervention,0.0,0.0,0.0,1.0,Evidence_61,Evidence,B,B,1,2.94443897916644
P14,intervention,0.0,0.0,0.0,1.0,Evidence_64,Evidence,B,B,1,1.84582669049833
P14,intervention,0.0,0.0,0.0,1.0,Evidence_69,Evidence,A,A,1,2.94443897916644
P14,intervention,0.0,0.0,0.0,1.0,Evidence_9,Evidence,B,B,1,2.94443897916644
P14,intervention,0.0,0.0,0.0,1.0,Surgery_15,Surgery,B,B,1,4.595119850134589
P14,intervention,0.0,0.0,0.0,1.0,Surgery_152,Surgery,A,A,1,2.5389738710582757
P14,intervention,0.0,0.0,0.0,1.0,Surgery_225,Surgery,B,B,1,1.0986122886681098
P14,intervention,0.0,0.0,0.0,1.0,Surgery_229,Surgery,A,A,1,1.7346010553881064
P14,intervention,0.0,0.0,0.0,1.0,Surgery_249,Surgery,B,B,1,1.7346010553881064
P14,intervention,0.0,0.0,0.0,1.0,Surgery_25,Surgery,B,B,1,1.7346010553881064
P14,intervention,0.0,0.0,0.0,1.0,Surgery_265,Surgery,A,B,0,-2.9444389791664403
P14,intervention,0.0,0.0,0.0,1.0,Surgery_280,Surgery,B,B,1,3.8918202981106256
P14,intervention,0.0,0.0,0.0,1.0,Surgery_283_flipped,Surgery,B,A,0,1.0986122886681098
P14,intervention,0.0,0.0,0.0,1.0,Surgery_50,Surgery,B,A,0,1.84582669049833
P14,intervention,0.0,0.0,0.0,1.0,Surgery_62,Surgery,A,A,1,2.94443897916644
P14,intervention,0.0,0.0,0.0,1.0,Surgery_84,Surgery,A,A,1,1.3862943611198908
P14,intervention,0.0,0.0,0.0,1.0,jbo_111,jbo,A,A,1,1.3862943611198908
P14,intervention,0.0,0.0,0.0,1.0,jbo_12,jbo,A,A,1,0.0
P14,intervention,0.0,0.0,0.0,1.0,jbo_26,jbo,B,A,0,2.19722457733622
P14,intervention,0.0,0.0,0.0,1.0,jbo_30,jbo,A,A,1,0.0
P14,intervention,0.0,0.0,0.0,1.0,jbo_39,jbo,A,B,0,1.0986122886681098
P14,intervention,0.0,0.0,0.0,1.0,jbo_44,jbo,A,A,1,1.0986122886681098
P14,intervention,0.0,0.0,0.0,1.0,jbo_45,jbo,B,B,1,-1.3862943611198908
P14,intervention,0.0,0.0,0.0,1.0,jbo_47,jbo,B,B,1,1.815289966638249
P14,intervention,0.0,0.0,0.0,1.0,jbo_54,jbo,A,A,1,2.94443897916644
P14,intervention,0.0,0.0,0.0,1.0,jbo_55,jbo,B,B,1,0.0
P14,intervention,0.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,0.0
P14,intervention,0.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,0.0
P15,control,0.0,0.0,0.0,1.0,Contracts_13,Contracts,A,A,1,3.771675986268562
P15,control,0.0,0.0,0.0,1.0,Contracts_20,Contracts,A,A,1,2.1171818696626836
P15,control,0.0,0.0,0.0,1.0,Contracts_27,Contracts,B,B,1,3.8918202981106256
P15,control,0.0,0.0,0.0,1.0,Contracts_28,Contracts,B,B,1,0.8979415932059583
P15,control,0.0,0.0,0.0,1.0,Contracts_29,Contracts,B,A,0,0.0
P15,control,0.0,0.0,0.0,1.0,Contracts_3,Contracts,A,A,1,0.9808292530117266
P15,control,0.0,0.0,0.0,1.0,Contracts_30,Contracts,A,A,1,0.9808292530117266
P15,control,0.0,0.0,0.0,1.0,Contracts_36,Contracts,A,B,0,-0.4013413909243026
P15,control,0.0,0.0,0.0,1.0,Contracts_41,Contracts,A,A,1,0.9808292530117266
P15,control,0.0,0.0,0.0,1.0,Contracts_44,Contracts,B,B,1,-0.8979415932059585
P15,control,0.0,0.0,0.0,1.0,Contracts_49,Contracts,B,B,1,3.976080641728365
P15,control,0.0,0.0,0.0,1.0,Contracts_61,Contracts,A,B,0,-0.6061358035703154
P15,control,0.0,0.0,0.0,1.0,Evidence_19,Evidence,A,A,1,1.586965056582042
P15,control,0.0,0.0,0.0,1.0,Evidence_21,Evidence,B,A,0,0.8472978603872034
P15,control,0.0,0.0,0.0,1.0,Evidence_36,Evidence,B,B,1,0.6931471805599456
P15,control,0.0,0.0,0.0,1.0,Evidence_37,Evidence,A,B,0,1.2992829841302609
P15,control,0.0,0.0,0.0,1.0,Evidence_51,Evidence,A,A,1,-0.6190392084062235
P15,control,0.0,0.0,0.0,1.0,Evidence_53,Evidence,B,A,0,-1.0986122886681098
P15,control,0.0,0.0,0.0,1.0,Evidence_54,Evidence,B,B,1,0.8602012652231117
P15,control,0.0,0.0,0.0,1.0,Evidence_58,Evidence,A,A,1,-1.047968555849355
P15,control,0.0,0.0,0.0,1.0,Evidence_61,Evidence,B,B,1,0.2047944126460128
P15,control,0.0,0.0,0.0,1.0,Evidence_64,Evidence,B,B,1,1.7917594692280558
P15,control,0.0,0.0,0.0,1.0,Evidence_69,Evidence,A,A,1,4.394449154672437
P15,control,0.0,0.0,0.0,1.0,Evidence_9,Evidence,B,B,1,2.94443897916644
P15,control,0.0,0.0,0.0,1.0,Surgery_15,Surgery,B,B,1,2.19722457733622
P15,control,0.0,0.0,0.0,1.0,Surgery_152,Surgery,A,A,1,-0.08269171584511342
P15,control,0.0,0.0,0.0,1.0,Surgery_225,Surgery,B,B,1,0.6931471805599456
P15,control,0.0,0.0,0.0,1.0,Surgery_229,Surgery,A,A,1,2.1171818696626836
P15,control,0.0,0.0,0.0,1.0,Surgery_249,Surgery,B,B,1,4.595119850134589
P15,control,0.0,0.0,0.0,1.0,Surgery_25,Surgery,B,B,1,4.595119850134589
P15,control,0.0,0.0,0.0,1.0,Surgery_265,Surgery,A,B,0,-2.3253997707602165
P15,control,0.0,0.0,0.0,1.0,Surgery_280,Surgery,B,B,1,3.8918202981106256
P15,control,0.0,0.0,0.0,1.0,Surgery_283_flipped,Surgery,B,A,0,2.94443897916644
P15,control,0.0,0.0,0.0,1.0,Surgery_50,Surgery,B,A,0,0.4013413909243027
P15,control,0.0,0.0,0.0,1.0,Surgery_62,Surgery,A,A,1,3.0579095185058813
P15,control,0.0,0.0,0.0,1.0,Surgery_84,Surgery,A,A,1,2.19722457733622
P15,control,0.0,0.0,0.0,1.0,jbo_111,jbo,A,A,1,0.4054651081081642
P15,control,0.0,0.0,0.0,1.0,jbo_12,jbo,A,A,1,-0.6590445430199227
P15,control,0.0,0.0,0.0,1.0,jbo_26,jbo,B,A,0,1.0986122886681098
P15,control,0.0,0.0,0.0,1.0,jbo_30,jbo,A,A,1,1.3862943611198908
P15,control,0.0,0.0,0.0,1.0,jbo_39,jbo,A,B,0,1.7346010553881064
P15,control,0.0,0.0,0.0,1.0,jbo_44,jbo,A,A,1,1.586965056582042
P15,control,0.0,0.0,0.0,1.0,jbo_45,jbo,B,B,1,-0.4054651081081643
P15,control,0.0,0.0,0.0,1.0,jbo_47,jbo,B,B,1,0.8472978603872034
P15,control,0.0,0.0,0.0,1.0,jbo_54,jbo,A,A,1,0.8873031950009026
P15,control,0.0,0.0,0.0,1.0,jbo_55,jbo,B,B,1,0.4013413909243027
P15,control,0.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,0.6190392084062236
P15,control,0.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,-0.4054651081081643
P16,control,0.0,0.0,0.0,1.0,Contracts_13,Contracts,A,A,1,4.019755705231027
P16,control,0.0,0.0,0.0,1.0,Contracts_20,Contracts,A,A,1,2.5804736019650285
P16,control,0.0,0.0,0.0,1.0,Contracts_27,Contracts,B,B,1,2.7294413910835282
P16,control,0.0,0.0,0.0,1.0,Contracts_28,Contracts,B,B,1,1.9950348173255403
P16,control,0.0,0.0,0.0,1.0,Contracts_29,Contracts,B,A,0,1.1977332832431917
P16,control,0.0,0.0,0.0,1.0,Contracts_3,Contracts,A,A,1,0.8028460978163701
P16,control,0.0,0.0,0.0,1.0,Contracts_30,Contracts,A,A,1,1.1155618469818829
P16,control,0.0,0.0,0.0,1.0,Contracts_36,Contracts,A,B,0,1.0960790384216759
P16,control,0.0,0.0,0.0,1.0,Contracts_41,Contracts,A,A,1,3.650658241293738
P16,control,0.0,0.0,0.0,1.0,Contracts_44,Contracts,B,B,1,1.0447725417510818
P16,control,0.0,0.0,0.0,1.0,Contracts_49,Contracts,B,B,1,2.4698687724234594
P16,control,0.0,0.0,0.0,1.0,Contracts_61,Contracts,A,B,0,0.6329470610209723
P16,control,0.0,0.0,0.0,1.0,Evidence_19,Evidence,A,A,1,-0.6397766500369335
P16,control,0.0,0.0,0.0,1.0,Evidence_21,Evidence,B,A,0,2.5611899545376318
P16,control,0.0,0.0,0.0,1.0,Evidence_36,Evidence,B,B,1,4.019755705231027
P16,control,0.0,0.0,0.0,1.0,Evidence_37,Evidence,A,B,0,-1.750259738321302
P16,control,0.0,0.0,0.0,1.0,Evidence_51,Evidence,A,A,1,0.938982143076226
P16,control,0.0,0.0,0.0,1.0,Evidence_53,Evidence,B,A,0,1.5869650565820423
P16,control,0.0,0.0,0.0,1.0,Evidence_54,Evidence,B,B,1,2.514759612937681
P16,control,0.0,0.0,0.0,1.0,Evidence_58,Evidence,A,A,1,0.7418251175815126
P16,control,0.0,0.0,0.0,1.0,Evidence_61,Evidence,B,B,1,1.621860432432658
P16,control,0.0,0.0,0.0,1.0,Evidence_64,Evidence,B,B,1,0.9344817552759935
P16,control,0.0,0.0,0.0,1.0,Evidence_69,Evidence,A,A,1,0.8028460978163701
P16,control,0.0,0.0,0.0,1.0,Evidence_9,Evidence,B,B,1,2.5199979695992702
P16,control,0.0,0.0,0.0,1.0,Surgery_15,Surgery,B,B,1,4.959085227336001
P16,control,0.0,0.0,0.0,1.0,Surgery_152,Surgery,A,A,1,-0.126751705639144
P16,control,0.0,0.0,0.0,1.0,Surgery_225,Surgery,B,B,1,1.7346010553881064
P16,control,0.0,0.0,0.0,1.0,Surgery_229,Surgery,A,A,1,4.189654742026424
P16,control,0.0,0.0,0.0,1.0,Surgery_249,Surgery,B,B,1,1.4500101755059986
P16,control,0.0,0.0,0.0,1.0,Surgery_25,Surgery,B,B,1,3.795000550022476
P16,control,0.0,0.0,0.0,1.0,Surgery_265,Surgery,A,B,0,2.3809169362639526
P16,control,0.0,0.0,0.0,1.0,Surgery_280,Surgery,B,B,1,4.062903036387281
P16,control,0.0,0.0,0.0,1.0,Surgery_283_flipped,Surgery,B,A,0,2.9326741375868544
P16,control,0.0,0.0,0.0,1.0,Surgery_50,Surgery,B,A,0,1.9527988100504994
P16,control,0.0,0.0,0.0,1.0,Surgery_62,Surgery,A,A,1,2.022193453804944
P16,control,0.0,0.0,0.0,1.0,Surgery_84,Surgery,A,A,1,2.6885056050292393
P16,control,0.0,0.0,0.0,1.0,jbo_111,jbo,A,A,1,1.5153769520302074
P16,control,0.0,0.0,0.0,1.0,jbo_12,jbo,A,A,1,0.9008903605472115
P16,control,0.0,0.0,0.0,1.0,jbo_26,jbo,B,A,0,2.19722457733622
P16,control,0.0,0.0,0.0,1.0,jbo_30,jbo,A,A,1,4.595119850134589
P16,control,0.0,0.0,0.0,1.0,jbo_39,jbo,A,B,0,1.1507282898071236
P16,control,0.0,0.0,0.0,1.0,jbo_44,jbo,A,A,1,3.4760986898352724
P16,control,0.0,0.0,0.0,1.0,jbo_45,jbo,B,B,1,1.6213327000862494
P16,control,0.0,0.0,0.0,1.0,jbo_47,jbo,B,B,1,0.5322168137473082
P16,control,0.0,0.0,0.0,1.0,jbo_54,jbo,A,A,1,1.384932272373547
P16,control,0.0,0.0,0.0,1.0,jbo_55,jbo,B,B,1,1.1686798512848264
P16,control,0.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,2.0907410969337694
P16,control,0.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,2.1812242359897795
P17,intervention,1.0,0.0,0.0,1.0,Contracts_13,Contracts,A,A,1,1.0649956778691247
P17,intervention,1.0,0.0,0.0,1.0,Contracts_20,Contracts,A,A,1,1.1155618469818829
P17,intervention,1.0,0.0,0.0,1.0,Contracts_27,Contracts,B,B,1,1.9560625205193318
P17,intervention,1.0,0.0,0.0,1.0,Contracts_28,Contracts,B,B,1,1.558144618046549
P17,intervention,1.0,0.0,0.0,1.0,Contracts_29,Contracts,B,A,0,1.1856236656577395
P17,intervention,1.0,0.0,0.0,1.0,Contracts_3,Contracts,A,A,1,2.036881927261041
P17,intervention,1.0,0.0,0.0,1.0,Contracts_30,Contracts,A,A,1,2.8962026782069574
P17,intervention,1.0,0.0,0.0,1.0,Contracts_36,Contracts,A,B,0,1.1155618469818829
P17,intervention,1.0,0.0,0.0,1.0,Contracts_41,Contracts,A,A,1,1.7917594692280558
P17,intervention,1.0,0.0,0.0,1.0,Contracts_44,Contracts,B,B,1,1.9965538818740687
P17,intervention,1.0,0.0,0.0,1.0,Contracts_49,Contracts,B,B,1,2.325399770760216
P17,intervention,1.0,0.0,0.0,1.0,Contracts_61,Contracts,A,B,0,0.9808292530117266
P17,intervention,1.0,0.0,0.0,1.0,Evidence_19,Evidence,A,A,1,1.5781853689299963
P17,intervention,1.0,0.0,0.0,1.0,Evidence_21,Evidence,B,A,0,2.7437682837042883
P17,intervention,1.0,0.0,0.0,1.0,Evidence_36,Evidence,B,B,1,2.5389738710582757
P17,intervention,1.0,0.0,0.0,1.0,Evidence_37,Evidence,A,B,0,1.1856236656577395
P17,intervention,1.0,0.0,0.0,1.0,Evidence_51,Evidence,A,A,1,2.5389738710582757
P17,intervention,1.0,0.0,0.0,1.0,Evidence_53,Evidence,B,A,0,1.1700712526502541
P17,intervention,1.0,0.0,0.0,1.0,Evidence_54,Evidence,B,B,1,0.7672551527136672
P17,intervention,1.0,0.0,0.0,1.0,Evidence_58,Evidence,A,A,1,1.7917594692280558
P17,intervention,1.0,0.0,0.0,1.0,Evidence_61,Evidence,B,B,1,1.1856236656577395
P17,intervention,1.0,0.0,0.0,1.0,Evidence_64,Evidence,B,B,1,1.1856236656577395
P17,intervention,1.0,0.0,0.0,1.0,Evidence_69,Evidence,A,A,1,2.5389738710582757
P17,intervention,1.0,0.0,0.0,1.0,Evidence_9,Evidence,B,B,1,1.9459101490553132
P17,intervention,1.0,0.0,0.0,1.0,Surgery_15,Surgery,B,B,1,1.4098248585300848
P17,intervention,1.0,0.0,0.0,1.0,Surgery_152,Surgery,A,A,1,3.7478219897473855
P17,intervention,1.0,0.0,0.0,1.0,Surgery_225,Surgery,B,B,1,3.563478187572663
P17,intervention,1.0,0.0,0.0,1.0,Surgery_229,Surgery,A,A,1,0.8873031950009029
P17,intervention,1.0,0.0,0.0,1.0,Surgery_249,Surgery,B,B,1,2.397895272798371
P17,intervention,1.0,0.0,0.0,1.0,Surgery_25,Surgery,B,B,1,2.0368819272610406
P17,intervention,1.0,0.0,0.0,1.0,Surgery_265,Surgery,A,B,0,1.791759469228055
P17,intervention,1.0,0.0,0.0,1.0,Surgery_280,Surgery,B,B,1,2.054472530350633
P17,intervention,1.0,0.0,0.0,1.0,Surgery_283_flipped,Surgery,B,A,0,1.7917594692280558
P17,intervention,1.0,0.0,0.0,1.0,Surgery_50,Surgery,B,A,0,2.5818989157753096
P17,intervention,1.0,0.0,0.0,1.0,Surgery_62,Surgery,A,A,1,2.1171818696626836
P17,intervention,1.0,0.0,0.0,1.0,Surgery_84,Surgery,A,A,1,1.4663370687934276
P17,intervention,1.0,0.0,0.0,1.0,jbo_111,jbo,A,A,1,1.0986122886681098
P17,intervention,1.0,0.0,0.0,1.0,jbo_12,jbo,A,A,1,1.0986122886681098
P17,intervention,1.0,0.0,0.0,1.0,jbo_26,jbo,B,A,0,1.7346010553881064
P17,intervention,1.0,0.0,0.0,1.0,jbo_30,jbo,A,A,1,2.19722457733622
P17,intervention,1.0,0.0,0.0,1.0,jbo_39,jbo,A,B,0,1.586965056582042
P17,intervention,1.0,0.0,0.0,1.0,jbo_44,jbo,A,A,1,1.2992829841302609
P17,intervention,1.0,0.0,0.0,1.0,jbo_45,jbo,B,B,1,1.6681455132608782
P17,intervention,1.0,0.0,0.0,1.0,jbo_47,jbo,B,B,1,1.1856236656577395
P17,intervention,1.0,0.0,0.0,1.0,jbo_54,jbo,A,A,1,2.19722457733622
P17,intervention,1.0,0.0,0.0,1.0,jbo_55,jbo,B,B,1,1.627456417936779
P17,intervention,1.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,2.19722457733622
P17,intervention,1.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,1.3706356781866949
P18,intervention,0.0,0.0,0.0,0.0,Contracts_13,Contracts,A,A,1,1.0479685558493546
P18,intervention,0.0,0.0,0.0,0.0,Contracts_20,Contracts,A,A,1,0.8979415932059583
P18,intervention,0.0,0.0,0.0,0.0,Contracts_27,Contracts,B,B,1,0.9808292530117266
P18,intervention,0.0,0.0,0.0,0.0,Contracts_28,Contracts,B,B,1,-1.299282984130261
P18,intervention,0.0,0.0,0.0,0.0,Contracts_29,Contracts,B,A,0,-0.4418327522790392
P18,intervention,0.0,0.0,0.0,0.0,Contracts_3,Contracts,A,A,1,0.6190392084062236
P18,intervention,0.0,0.0,0.0,0.0,Contracts_30,Contracts,A,A,1,2.397895272798371
P18,intervention,0.0,0.0,0.0,0.0,Contracts_36,Contracts,A,B,0,0.6061358035703154
P18,intervention,0.0,0.0,0.0,0.0,Contracts_41,Contracts,A,A,1,1.3291359472799422
P18,intervention,0.0,0.0,0.0,0.0,Contracts_44,Contracts,B,B,1,0.0
P18,intervention,0.0,0.0,0.0,0.0,Contracts_49,Contracts,B,B,1,-0.4418327522790392
P18,intervention,0.0,0.0,0.0,0.0,Contracts_61,Contracts,A,B,0,0.44183275227903923
P18,intervention,0.0,0.0,0.0,0.0,Evidence_19,Evidence,A,A,1,0.8979415932059583
P18,intervention,0.0,0.0,0.0,0.0,Evidence_21,Evidence,B,A,0,0.4054651081081642
P18,intervention,0.0,0.0,0.0,0.0,Evidence_36,Evidence,B,B,1,0.8472978603872034
P18,intervention,0.0,0.0,0.0,0.0,Evidence_37,Evidence,A,B,0,1.7917594692280558
P18,intervention,0.0,0.0,0.0,0.0,Evidence_51,Evidence,A,A,1,1.7917594692280558
P18,intervention,0.0,0.0,0.0,0.0,Evidence_53,Evidence,B,A,0,0.4183685129440722
P18,intervention,0.0,0.0,0.0,0.0,Evidence_54,Evidence,B,B,1,1.9965538818740687
P18,intervention,0.0,0.0,0.0,0.0,Evidence_58,Evidence,A,A,1,2.94443897916644
P18,intervention,0.0,0.0,0.0,0.0,Evidence_61,Evidence,B,B,1,0.6190392084062236
P18,intervention,0.0,0.0,0.0,0.0,Evidence_64,Evidence,B,B,1,0.4013413909243027
P18,intervention,0.0,0.0,0.0,0.0,Evidence_69,Evidence,A,A,1,2.19722457733622
P18,intervention,0.0,0.0,0.0,0.0,Evidence_9,Evidence,B,B,1,1.791759469228055
P18,intervention,0.0,0.0,0.0,0.0,Surgery_15,Surgery,B,B,1,1.7917594692280558
P18,intervention,0.0,0.0,0.0,0.0,Surgery_152,Surgery,A,A,1,1.5950491749820017
P18,intervention,0.0,0.0,0.0,0.0,Surgery_225,Surgery,B,B,1,1.7346010553881064
P18,intervention,0.0,0.0,0.0,0.0,Surgery_229,Surgery,A,A,1,2.224149280706812
P18,intervention,0.0,0.0,0.0,0.0,Surgery_249,Surgery,B,B,1,1.2527629684953676
P18,intervention,0.0,0.0,0.0,0.0,Surgery_25,Surgery,B,B,1,1.558144618046549
P18,intervention,0.0,0.0,0.0,0.0,Surgery_265,Surgery,A,B,0,0.8472978603872034
P18,intervention,0.0,0.0,0.0,0.0,Surgery_280,Surgery,B,B,1,2.5389738710582757
P18,intervention,0.0,0.0,0.0,0.0,Surgery_283_flipped,Surgery,B,A,0,0.6190392084062236
P18,intervention,0.0,0.0,0.0,0.0,Surgery_50,Surgery,B,A,0,0.6190392084062236
P18,intervention,0.0,0.0,0.0,0.0,Surgery_62,Surgery,A,A,1,2.19722457733622
P18,intervention,0.0,0.0,0.0,0.0,Surgery_84,Surgery,A,A,1,1.3862943611198908
P18,intervention,0.0,0.0,0.0,0.0,jbo_111,jbo,A,A,1,0.0
P18,intervention,0.0,0.0,0.0,0.0,jbo_12,jbo,A,A,1,0.2047944126460128
P18,intervention,0.0,0.0,0.0,0.0,jbo_26,jbo,B,A,0,0.3227733922630513
P18,intervention,0.0,0.0,0.0,0.0,jbo_30,jbo,A,A,1,1.0986122886681098
P18,intervention,0.0,0.0,0.0,0.0,jbo_39,jbo,A,B,0,1.2992829841302609
P18,intervention,0.0,0.0,0.0,0.0,jbo_44,jbo,A,A,1,0.6190392084062236
P18,intervention,0.0,0.0,0.0,0.0,jbo_45,jbo,B,B,1,2.19722457733622
P18,intervention,0.0,0.0,0.0,0.0,jbo_47,jbo,B,B,1,2.19722457733622
P18,intervention,0.0,0.0,0.0,0.0,jbo_54,jbo,A,A,1,0.8472978603872034
P18,intervention,0.0,0.0,0.0,0.0,jbo_55,jbo,B,B,1,0.0
P18,intervention,0.0,0.0,0.0,0.0,jbo_63,jbo,B,B,1,-0.0800427076735365
P18,intervention,0.0,0.0,0.0,0.0,jbo_71,jbo,A,B,0,0.0
P19,control,0.0,0.0,0.0,1.0,Contracts_13,Contracts,A,A,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,Contracts_20,Contracts,A,A,1,1.7346010553881064
P19,control,0.0,0.0,0.0,1.0,Contracts_27,Contracts,B,B,1,0.8472978603872034
P19,control,0.0,0.0,0.0,1.0,Contracts_28,Contracts,B,B,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Contracts_29,Contracts,B,A,0,1.7346010553881064
P19,control,0.0,0.0,0.0,1.0,Contracts_3,Contracts,A,A,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,Contracts_30,Contracts,A,A,1,2.94443897916644
P19,control,0.0,0.0,0.0,1.0,Contracts_36,Contracts,A,B,0,0.8472978603872034
P19,control,0.0,0.0,0.0,1.0,Contracts_41,Contracts,A,A,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Contracts_44,Contracts,B,B,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Contracts_49,Contracts,B,B,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Contracts_61,Contracts,A,B,0,1.7346010553881064
P19,control,0.0,0.0,0.0,1.0,Evidence_19,Evidence,A,A,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,Evidence_21,Evidence,B,A,0,0.0
P19,control,0.0,0.0,0.0,1.0,Evidence_36,Evidence,B,B,1,0.0
P19,control,0.0,0.0,0.0,1.0,Evidence_37,Evidence,A,B,0,1.0986122886681098
P19,control,0.0,0.0,0.0,1.0,Evidence_51,Evidence,A,A,1,-2.197224577336219
P19,control,0.0,0.0,0.0,1.0,Evidence_53,Evidence,B,A,0,1.7346010553881064
P19,control,0.0,0.0,0.0,1.0,Evidence_54,Evidence,B,B,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Evidence_58,Evidence,A,A,1,0.4054651081081642
P19,control,0.0,0.0,0.0,1.0,Evidence_61,Evidence,B,B,1,0.646627164925052
P19,control,0.0,0.0,0.0,1.0,Evidence_64,Evidence,B,B,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Evidence_69,Evidence,A,A,1,0.4054651081081642
P19,control,0.0,0.0,0.0,1.0,Evidence_9,Evidence,B,B,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,Surgery_15,Surgery,B,B,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,Surgery_152,Surgery,A,A,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,Surgery_225,Surgery,B,B,1,1.7346010553881064
P19,control,0.0,0.0,0.0,1.0,Surgery_229,Surgery,A,A,1,1.0986122886681098
P19,control,0.0,0.0,0.0,1.0,Surgery_249,Surgery,B,B,1,2.94443897916644
P19,control,0.0,0.0,0.0,1.0,Surgery_25,Surgery,B,B,1,0.8472978603872034
P19,control,0.0,0.0,0.0,1.0,Surgery_265,Surgery,A,B,0,-0.8472978603872036
P19,control,0.0,0.0,0.0,1.0,Surgery_280,Surgery,B,B,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Surgery_283_flipped,Surgery,B,A,0,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,Surgery_50,Surgery,B,A,0,0.6190392084062236
P19,control,0.0,0.0,0.0,1.0,Surgery_62,Surgery,A,A,1,1.0986122886681098
P19,control,0.0,0.0,0.0,1.0,Surgery_84,Surgery,A,A,1,2.19722457733622
P19,control,0.0,0.0,0.0,1.0,jbo_111,jbo,A,A,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,jbo_12,jbo,A,A,1,0.8472978603872034
P19,control,0.0,0.0,0.0,1.0,jbo_26,jbo,B,A,0,0.0
P19,control,0.0,0.0,0.0,1.0,jbo_30,jbo,A,A,1,0.0
P19,control,0.0,0.0,0.0,1.0,jbo_39,jbo,A,B,0,1.0986122886681098
P19,control,0.0,0.0,0.0,1.0,jbo_44,jbo,A,A,1,0.8472978603872034
P19,control,0.0,0.0,0.0,1.0,jbo_45,jbo,B,B,1,1.3862943611198908
P19,control,0.0,0.0,0.0,1.0,jbo_47,jbo,B,B,1,0.4054651081081642
P19,control,0.0,0.0,0.0,1.0,jbo_54,jbo,A,A,1,2.94443897916644
P19,control,0.0,0.0,0.0,1.0,jbo_55,jbo,B,B,1,1.0986122886681098
P19,control,0.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,0.0
P19,control,0.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,1.0986122886681098
